depId                           class       name                                                                                                  flag      
1974                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/hisax_fcpcipnp.ko             x86       
1975                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/hisax_isac.ko                 -*none*-  
1976                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/hisax_isac.ko                 SysV      
1977                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/hisax_isac.ko                 x86       
1978                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/hisax_st5481.ko               -*none*-  
1979                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/hisax_st5481.ko               SysV      
1980                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/hisax_st5481.ko               x86       
1981                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/isdnhdlc.ko                   -*none*-  
1982                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/isdnhdlc.ko                   SysV      
1983                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/isdnhdlc.ko                   x86       
1984                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/sedlbauer_cs.ko               -*none*-  
1985                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/sedlbauer_cs.ko               SysV      
1986                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/sedlbauer_cs.ko               x86       
1987                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/teles_cs.ko                   -*none*-  
1988                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/teles_cs.ko                   SysV      
1989                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hisax/teles_cs.ko                   x86       
1990                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hysdn/hysdn.ko                      -*none*-  
1991                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hysdn/hysdn.ko                      SysV      
1992                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/hysdn/hysdn.ko                      x86       
1993                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/i4l/isdn.ko                         -*none*-  
1994                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/i4l/isdn.ko                         SysV      
1995                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/i4l/isdn.ko                         x86       
1996                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/icn/icn.ko                          -*none*-  
1997                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/icn/icn.ko                          SysV      
1998                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/icn/icn.ko                          x86       
1999                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/isdnloop/isdnloop.ko                -*none*-  
2000                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/isdnloop/isdnloop.ko                SysV      
2001                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/isdnloop/isdnloop.ko                x86       
2002                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/pcbit/pcbit.ko                      -*none*-  
2003                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/pcbit/pcbit.ko                      SysV      
2004                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/pcbit/pcbit.ko                      x86       
2005                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/sc/sc.ko                            -*none*-  
2006                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/sc/sc.ko                            SysV      
2007                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/isdn/sc/sc.ko                            x86       
2008                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/leds/led-class.ko                        -*none*-  
2009                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/leds/led-class.ko                        SysV      
2010                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/leds/led-class.ko                        x86       
2011                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/leds/ledtrig-timer.ko                    -*none*-  
2012                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/leds/ledtrig-timer.ko                    SysV      
2013                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/leds/ledtrig-timer.ko                    x86       
2014                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-crypt.ko                           -*none*-  
2015                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-crypt.ko                           SysV      
2016                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-crypt.ko                           x86       
2017                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-emc.ko                             -*none*-  
2018                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-emc.ko                             SysV      
2019                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-emc.ko                             x86       
2020                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-mirror.ko                          -*none*-  
2021                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-mirror.ko                          SysV      
2022                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-mirror.ko                          x86       
2023                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-mod.ko                             -*none*-  
2024                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-mod.ko                             SysV      
2025                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-mod.ko                             x86       
2026                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-multipath.ko                       -*none*-  
2027                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-multipath.ko                       SysV      
2028                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-multipath.ko                       x86       
2029                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-round-robin.ko                     -*none*-  
2030                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-round-robin.ko                     SysV      
2031                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-round-robin.ko                     x86       
2032                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-snapshot.ko                        -*none*-  
2033                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-snapshot.ko                        SysV      
2034                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-snapshot.ko                        x86       
2035                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-zero.ko                            -*none*-  
2036                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-zero.ko                            SysV      
2037                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/dm-zero.ko                            x86       
2038                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/faulty.ko                             -*none*-  
2039                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/faulty.ko                             SysV      
2040                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/faulty.ko                             x86       
2041                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/linear.ko                             -*none*-  
2042                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/linear.ko                             SysV      
2043                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/linear.ko                             x86       
2044                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/multipath.ko                          -*none*-  
2045                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/multipath.ko                          SysV      
2046                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/multipath.ko                          x86       
2047                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid0.ko                              -*none*-  
2048                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid0.ko                              SysV      
2049                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid0.ko                              x86       
2050                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid1.ko                              -*none*-  
2051                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid1.ko                              SysV      
2052                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid1.ko                              x86       
2053                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid10.ko                             -*none*-  
2054                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid10.ko                             SysV      
2055                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid10.ko                             x86       
2056                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid5.ko                              -*none*-  
2057                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid5.ko                              SysV      
2058                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid5.ko                              x86       
2059                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid6.ko                              -*none*-  
2060                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid6.ko                              SysV      
2061                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/raid6.ko                              x86       
2062                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/xor.ko                                -*none*-  
2063                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/xor.ko                                SysV      
2064                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/md/xor.ko                                x86       
2065                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/common/ir-common.ko                -*none*-  
2066                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/common/ir-common.ko                SysV      
2067                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/common/ir-common.ko                x86       
2068                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/common/saa7146.ko                  -*none*-  
2069                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/common/saa7146.ko                  SysV      
2070                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/common/saa7146.ko                  x86       
2071                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/common/saa7146_vv.ko               -*none*-  
2072                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/common/saa7146_vv.ko               SysV      
2073                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/common/saa7146_vv.ko               x86       
2074                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/b2c2/b2c2-flexcop-pci.ko       -*none*-  
2075                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/b2c2/b2c2-flexcop-pci.ko       SysV      
2076                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/b2c2/b2c2-flexcop-pci.ko       x86       
2077                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/b2c2/b2c2-flexcop-usb.ko       -*none*-  
2078                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/b2c2/b2c2-flexcop-usb.ko       SysV      
2079                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/b2c2/b2c2-flexcop-usb.ko       x86       
2080                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/b2c2/b2c2-flexcop.ko           -*none*-  
2081                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/b2c2/b2c2-flexcop.ko           SysV      
2082                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/b2c2/b2c2-flexcop.ko           x86       
2083                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/bt878.ko                 -*none*-  
2084                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/bt878.ko                 SysV      
2085                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/bt878.ko                 x86       
2086                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/dst.ko                   -*none*-  
2087                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/dst.ko                   SysV      
2088                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/dst.ko                   x86       
2089                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/dst_ca.ko                -*none*-  
2090                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/dst_ca.ko                SysV      
2091                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/dst_ca.ko                x86       
2092                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/dvb-bt8xx.ko             -*none*-  
2093                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/dvb-bt8xx.ko             SysV      
2094                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/bt8xx/dvb-bt8xx.ko             x86       
2095                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/cinergyT2/cinergyT2.ko         -*none*-  
2096                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/cinergyT2/cinergyT2.ko         SysV      
2097                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/cinergyT2/cinergyT2.ko         x86       
2098                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-core/dvb-core.ko           -*none*-  
2099                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-core/dvb-core.ko           SysV      
2100                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-core/dvb-core.ko           x86       
2101                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-a800.ko        -*none*-  
2102                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-a800.ko        SysV      
2103                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-a800.ko        x86       
2104                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-cxusb.ko       -*none*-  
2105                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-cxusb.ko       SysV      
2106                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-cxusb.ko       x86       
2107                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dibusb-common  -*none*-  
2108                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dibusb-common  SysV      
2109                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dibusb-common  x86       
2110                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dibusb-mb.ko   -*none*-  
2111                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dibusb-mb.ko   SysV      
2112                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dibusb-mb.ko   x86       
2113                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dibusb-mc.ko   -*none*-  
2114                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dibusb-mc.ko   SysV      
2115                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dibusb-mc.ko   x86       
2116                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-digitv.ko      -*none*-  
2117                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-digitv.ko      SysV      
2118                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-digitv.ko      x86       
2119                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dtt200u.ko     -*none*-  
2120                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dtt200u.ko     SysV      
2121                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-dtt200u.ko     x86       
2122                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-nova-t-usb2.k  -*none*-  
2123                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-nova-t-usb2.k  SysV      
2124                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-nova-t-usb2.k  x86       
2125                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-umt-010.ko     -*none*-  
2126                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-umt-010.ko     SysV      
2127                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-umt-010.ko     x86       
2128                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-vp702x.ko      -*none*-  
2129                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-vp702x.ko      SysV      
2130                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-vp702x.ko      x86       
2131                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-vp7045.ko      -*none*-  
2132                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-vp7045.ko      SysV      
2133                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb-vp7045.ko      x86       
2134                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb.ko             -*none*-  
2135                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb.ko             SysV      
2136                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/dvb-usb/dvb-usb.ko             x86       
2137                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/bcm3510.ko           -*none*-  
2138                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/bcm3510.ko           SysV      
2139                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/bcm3510.ko           x86       
2140                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx22700.ko           -*none*-  
2141                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx22700.ko           SysV      
2142                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx22700.ko           x86       
2143                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx22702.ko           -*none*-  
2144                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx22702.ko           SysV      
2145                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx22702.ko           x86       
2146                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx24110.ko           -*none*-  
2147                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx24110.ko           SysV      
2148                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx24110.ko           x86       
2149                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx24123.ko           -*none*-  
2150                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx24123.ko           SysV      
2151                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/cx24123.ko           x86       
2152                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dib3000-common.ko    -*none*-  
2153                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dib3000-common.ko    SysV      
2154                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dib3000-common.ko    x86       
2155                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dib3000mb.ko         -*none*-  
2156                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dib3000mb.ko         SysV      
2157                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dib3000mb.ko         x86       
2158                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dib3000mc.ko         -*none*-  
2159                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dib3000mc.ko         SysV      
2160                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dib3000mc.ko         x86       
2161                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dvb-pll.ko           -*none*-  
2162                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dvb-pll.ko           SysV      
2163                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/dvb-pll.ko           x86       
2164                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/l64781.ko            -*none*-  
2165                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/l64781.ko            SysV      
2166                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/l64781.ko            x86       
2167                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/lgdt330x.ko          -*none*-  
2168                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/lgdt330x.ko          SysV      
2169                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/lgdt330x.ko          x86       
2170                            6           ELF32/lib/modules/2.6.17.14-0.4.x86.i686.cmov/kernel/drivers/media/dvb/frontends/mt312.ko             -*none*-  
